,0,1,2,3,4,5,6,7,8,9,10,11
1525,729,Thank you. All right.,Frank Sr.,0,0,75,1,5,13,"00:15:48,447","00:15:49,822",75_1_test
1526,455,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I’ll.... avoid the..... pillleeeee.",Phoebe and Leslie,4,1,46,8,3,14,"00:12:49,101","00:13:05,700",46_8_test
1527,876,No!,Phoebe,1,1,95,11,5,15,"0:13:34,618","0:13:35,703",95_11_test
1528,5039,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,Rachel,1,2,509,14,8,23,"0:01:57,407","0:01:57,545",509_14_train
1529,6056,Bwah-hah-hah!,Joey,4,1,608,6,1,7,"00:21:05,555","00:21:07,848",608_6_train
1530,10332,"Dad, please don’t pick your teeth out here!",Monica,5,2,1025,0,6,9,"00:11:49,625","00:11:52,210",1025_0_train
1531,3000,There is no father.,Lydia,0,0,300,11,1,23,"00:04:16,172","00:04:17,506",300_11_train
1532,8449,"All right, there you go!",Ross,4,1,844,12,4,11,"0:18:09,838","0:18:10,965",844_12_train
1533,891,"It’s the lead in a series, Mac and C.H.E.E.S.E.",Estelle,0,0,82,17,6,21,"00:10:33,833","00:10:37,761",82_17_dev
1534,778,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",Chandler,4,1,73,2,3,21,"00:08:10,323","00:08:13,074",73_2_train
1535,259,"Oh well, okay, good luck.",Joey,4,1,25,3,4,4,"00:20:52,459","00:20:56,462",25_3_train
1536,5657,He’s alive! He’s a-live!!!,Phoebe,4,1,571,10,3,8,"00:21:11,186","00:21:13,896",571_10_train
1537,8349,What?!,Phoebe,1,2,839,6,6,14,"00:16:51,510","00:16:53,052",839_6_train
1538,5557,"All of a sudden, the phone starts to ring.",Chandler,0,0,559,7,1,1,"00:01:38,723","00:01:42,851",559_7_train
1539,398,What is wrong with Emma?,Chandler,3,2,33,0,9,2,"00:13:18,339","00:13:20,507",33_0_dev
1540,9102,Uh-huh.,Phoebe,0,0,909,4,8,10,"0:15:36,571","0:15:37,043",909_4_train
1541,2139,Are you sure? I’ll bet there’s another flight to Minsk in like,Phoebe,0,0,215,0,7,11,"00:18:24,770","00:18:27,021",215_0_test
1542,336,The actress!,Ross,1,1,32,7,1,12,"0:11:28,021","0:11:28,166",32_7_train
1543,9548,Thank you.,Rachel,0,0,949,12,9,23,"00:18:53,590","00:18:55,341",949_12_train
1544,3205,What’s that?,Monica,0,0,319,9,3,23,"00:18:17,679","00:18:18,930",319_9_train
1545,7657,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,5,2,770,8,5,5,"00:08:42,813","00:08:47,275",770_8_train
1546,883,We get high.,Kim,0,0,86,7,5,18,"00:09:27,900","00:09:28,942",86_7_train
1547,5539,Sure!,Katie,4,1,557,6,8,21,"00:10:45,479","00:10:48,732",557_6_train
1548,4850,"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?",Phoebe,0,0,496,1,3,17,"00:13:37,650","00:13:45,365",496_1_train
1549,1243,Okay.,Monica,0,0,126,10,4,19,"00:01:29,881","00:01:31,757",126_10_train
1550,6547,Uhhhh.... he's not even wearing a jockstrap!,Joey,1,1,651,11,1,11,"00:11:58,718","00:12:01,845",651_11_train
1551,8567,Everything on your application looks really good—Ohh!,Joey,4,1,855,0,6,3,"00:11:12,421","00:11:15,173",855_0_train
1552,362,"Hey, both you guys should be up there with me.",Ross,0,0,36,0,4,22,"00:21:05,681","00:21:08,724",36_0_train
1553,10280,Does it bug you?,Chandler,3,2,1021,4,3,19,"0:12:16,235","0:12:17,037",1021_4_train
1554,1098,"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",Chandler,5,2,111,17,7,1,"00:09:03,084","00:09:14,177",111_17_train
1555,6097,"Well, y’know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.",Phoebe,0,0,613,3,7,3,"00:18:20,015","00:18:29,357",613_3_train
1556,5575,Close? She's got her tongue in his ear.,Monica,5,2,561,7,1,5,"0:18:18,605","0:18:21,738",561_7_train
1557,2514,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",Phoebe,1,1,250,0,1,15,"00:14:57,771","00:15:05,945",250_0_train
1558,33,"Hey, did you pick a roommate?",Monica,0,0,2,9,3,6,"0:06:08,035","0:06:10,019",2_9_train
1559,5506,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",Joey,3,2,553,19,6,10,"00:09:31,404","00:09:36,032",553_19_train
1560,922,"All right, what’s my next present?",Phoebe,0,0,92,1,4,22,"00:07:06,592","00:07:08,135",92_1_train
1561,7144,What's this?,Phoebe,0,0,707,6,5,10,"0:16:41,041","0:16:43,103",707_6_train
1562,2284,"Uhh, yeah. She uh, she uh, she uh might've mentioned him.",Chandler,0,0,232,1,5,4,"00:05:57,899","00:06:01,902",232_1_test
1563,5020,COME ON!!!!,Raymond,6,2,508,20,5,18,"00:17:35,846","00:17:36,846",508_20_train
1564,7669,"I’m gonna go to the bathroom, maybe I’ll see you there in a bit?",Monica,0,0,771,2,5,1,"00:15:08,532","00:15:10,909",771_2_train
1565,1366,"I’d have to say…the talking gorilla, because at least I can explain to him that you’re making me eat him.",Cliff,0,0,140,1,8,24,"00:03:49,342","00:04:00,436",140_1_train
1566,4605,She’s still mad.,Monica,0,0,468,7,8,20,"00:05:03,124","00:05:05,293",468_7_train
1567,510,"Well, not really.",Ross,0,0,49,0,6,18,"00:12:56,692","00:12:57,859",49_0_train
1568,3403,Ohh! It’s so nice to meet you.  Hello.,Rachel,4,1,338,1,4,18,"00:15:42,775","00:15:46,694",338_1_train
1569,5684,Pat Sajak?,Phoebe,0,0,573,0,6,17,"0:15:41,148","0:15:41,816",573_0_train
1570,1326,Whoa! What?! Why?!,Rachel,1,2,133,11,4,1,"0:01:22,258","0:01:23,938",133_11_test
1571,1783,"...I'm, I'm okay.",Chandler,0,0,180,0,1,20,"00:22:02,779","00:22:05,406",180_0_test
1572,6087,"The actor playing Mac couldn’t do it, they needed to see you at 2 o’clock.",Chandler,0,0,612,3,6,20,"00:19:12,484","00:19:19,115",612_3_train
1573,824,"I’m sorry, for the last time, why aren’t you two together again?",Phoebe,0,0,77,4,8,24,"00:17:31,497","00:17:36,084",77_4_dev
1574,7289,But you-you said black. Why would he want his blue blazer black?,Rachel,0,0,727,4,4,11,"00:02:42,912","00:02:46,623",727_4_train
1575,6414,Oh-oh!,Joanna,1,1,640,3,4,9,"0:06:35,228","0:06:38,065",640_3_train
1576,2031,"Y'know what, I should do it.",Bonnie,4,1,203,8,3,25,"0:13:58,003","0:13:59,145",203_8_test
1577,3558,You never know.,Mr. Treeger,0,0,354,17,2,3,"0:04:00,114","0:04:00,256",354_17_train
1578,7221,Hey! Wanna play some foosball? Please?,Joey,0,0,720,4,5,7,"00:09:38,411","00:09:43,415",720_4_train
1579,6156,You're sure? You're absolutely sure?,Phoebe,0,0,617,0,7,10,"00:03:14,319","00:03:15,861",617_0_train
1580,8849,What’s the second part of your plan?,Chandler,0,0,886,22,4,17,"00:14:16,647","00:14:20,066",886_22_train
1581,2532,Yes.,Ross,0,0,252,3,1,21,"00:14:21,861","00:14:23,069",252_3_train
1582,6438,How did you…know?,Chandler,1,2,643,3,7,8,"00:14:38,335","00:14:39,878",643_3_train
1583,239,Okay! You don’t think I thought of that?,Chandler,6,2,23,1,3,11,"00:10:17,825","00:10:19,909",23_1_train
1584,5193,Yeah?,Phoebe,1,1,525,7,1,4,"0:17:00,478","0:17:01,869",525_7_train
1585,3770,"which brings us back, of course, to Greely’s theory of dominance.",Ross,0,0,377,0,8,12,"00:05:45,553","00:05:48,930",377_0_train
1586,1136,I guess I set up the video camera to try and entice Joey.,Monica,0,0,109,0,5,9,"00:20:41,823","00:20:46,077",109_0_dev
1587,535,All right.,Joey,0,0,50,3,6,21,"0:14:19,128","0:14:19,414",50_3_train
1588,517,"What people think or how you feel, huh?",Joey,0,0,49,7,6,18,"0:13:22,677","0:13:25,161",49_7_train
1589,8542,"Okay, yeah, so it's not gonna work.",Phoebe,0,0,852,5,1,17,"00:19:34,256","00:19:37,049",852_5_train
1590,4368,"Oh, oh, I got it! Pete-Chicago.",Joey,0,0,446,5,3,19,"00:10:03,436","00:10:06,688",446_5_train
1591,568,No.,Phoebe,0,0,52,7,3,21,"00:13:19,089","00:13:20,256",52_7_train
1592,511,"Oh! I thought you guys got married in uh, January?",Ross,1,2,47,7,3,17,"00:12:34,712","00:12:37,172",47_7_dev
1593,7216,It’s got ‘em!,Joey,4,1,719,7,6,5,"00:03:38,676","00:03:39,760",719_7_train
1594,8386,Okay.,Chandler,0,0,841,11,6,22,"00:20:44,910","00:20:46,327",841_11_train
1595,2332,"OK, try this salmon mousse.",Monica,0,0,235,0,1,15,"00:07:05,049","00:07:07,884",235_0_test
1596,137,We got another one!,Frank,1,1,13,5,5,3,"0:16:22,451","0:16:23,168",13_5_dev
1597,9964,So what's going on?,Phoebe,0,0,992,4,1,13,"00:16:04,254","00:16:06,547",992_4_train
1598,6100,Nestlé Toll House?,Monica,0,0,613,6,7,3,"00:18:37,491","00:18:39,867",613_6_train
1599,1264,Show 'em how it's done.,Director,0,0,129,6,3,12,"00:17:55,282","00:17:57,200",129_6_test
1600,7707,"This is a safe street, this is a safe building, there's nothing",Rachel,0,0,774,3,2,4,"00:00:14,055","00:00:17,391",774_3_train
1601,452,Then y'haven't. You're burning your tomatoes.,Mr. Tribbiani,0,0,41,11,1,13,"0:05:44,844","0:05:47,514",41_11_train
1602,1661,Marry me.,Chandler,0,0,168,18,4,22,"00:16:44,253","00:16:45,586",168_18_test
1603,336,You are beautiful.,Chandler,4,1,33,8,6,24,"00:04:28,142","00:04:32,020",33_8_train
1604,1081,"Oh-oh, I'm a duck! I go, ""Quack, quack!"" I’m happy all the time!",Chandler,4,1,104,0,5,8,"00:20:15,464","00:20:18,925",104_0_dev
1605,1308,"Rach, are you okay?",Mark,1,2,132,3,3,15,"00:16:18,727","00:16:20,436",132_3_train
1606,1096,No I don't! Stop it! Stop it! Stop it! Stop it!,Chandler,6,2,104,15,5,8,"00:21:24,032","00:21:26,993",104_15_dev
1607,8968,"He is right, isn’t he?",Monica,4,1,897,7,4,2,"00:11:46,622","00:11:48,832",897_7_train
1608,2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,6,2,206,4,1,23,"00:08:22,335","00:08:25,212",206_4_train
1609,100,There’s just so much pressure.,Joey,6,2,10,0,6,20,"00:05:56,272","00:05:58,065",10_0_test
1610,476,All right! Let’s do it!,Chandler,4,1,48,3,4,23,"0:02:10,630","0:02:11,592",48_3_test
1611,5840,"Look, I don’t think so Pheebs.  All right, I’ll do it. But just because you’re a friend.",Ross,0,0,590,17,7,5,"00:09:14,512","00:09:26,147",590_17_train
1612,2504,What the hell happened on that beach?!,Ross,1,2,252,17,4,1,"00:12:38,007","00:12:40,216",252_17_test
1613,274,"Okay, good bye!",Ross,6,2,25,16,3,21,"00:04:57,714","00:04:58,797",25_16_test
1614,8808,That would be Casey. We’re going out tonight.,Joey,0,0,884,4,4,7,"00:01:49,818","00:01:52,111",884_4_train
1615,5562,Your favorite!,Monica,4,1,560,2,7,16,"00:20:14,421","00:20:16,797",560_2_train
1616,9497,"Come on, do it.",Phoebe,0,0,946,10,1,11,"0:00:30,113","0:00:30,739",946_10_train
1617,273,Hi. Where is everybody?,Ross,0,0,23,0,3,6,"00:17:21,123","00:17:22,790",23_0_dev
1618,9673,We may have just started a family.,Monica,4,1,962,3,8,24,"00:21:38,535","00:21:40,120",962_3_train
1619,1496,"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",Ross,4,1,154,12,8,11,"00:02:41,995","00:02:48,292",154_12_test
1620,659,"Well, what about you?",Doug,0,0,61,3,3,24,"00:21:32,749","00:21:34,792",61_3_train
1621,2457,"Yeah, right away Mr. Kaplan.",Rachel,0,0,247,1,3,11,"0:03:56,581","0:03:57,005",247_1_test
1622,1902,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",Chandler,3,2,191,2,3,10,"00:00:05,505","00:00:11,677",191_2_test
1623,2346,"Ok, hypothetically, why won't I be married when I'm 40?",Monica,6,2,232,5,1,23,"00:05:29,120","00:05:32,122",232_5_train
1624,2013,Okay.  See?! I told ya!,Joey,1,1,201,10,4,2,"00:14:16,689","00:14:19,232",201_10_test
1625,9482,And you can go back to enjoying your little hamburger.,Rachel,4,1,945,11,3,11,"00:05:35,043","00:05:38,086",945_11_train
1626,2303,"We did have fun, didn't we?",Phoebe,4,1,233,6,7,10,"0:11:35,361","0:11:36,446",233_6_test
1627,2761,They’re not listening too me?,Ross,1,2,279,12,6,4,"00:14:42,256","00:14:43,840",279_12_test
1628,559,"We were playing Gin? Y'know if we were a couple, we could play this game naked.",Chandler,4,1,57,1,4,1,"00:22:08,368","00:22:15,249",57_1_test
1629,3035,Which you just gave up really quickly.,Phoebe,0,0,304,0,3,5,"00:11:13,089","00:11:16,758",304_0_train
1630,841,"No, you are not. We tell you stuff.",Monica,0,0,81,12,1,7,"0:12:02,555","0:12:04,697",81_12_train
1631,1696,"well, we probably won't invite you to the wedding...",David,0,0,172,5,9,23,"00:06:25,176","00:06:27,844",172_5_train
1632,1003,"Yeah, it's kinda sweet, sorta like, uh...",Joey,0,0,94,4,2,2,"00:13:28,474","00:13:31,392",94_4_dev
1633,4912,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",Rachel,1,1,501,9,7,5,"00:12:08,227","00:12:14,481",501_9_train
1634,1181,"Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Phoebe,6,2,121,5,4,14,"00:12:31,375","00:12:39,716",121_5_train
1635,1653,"No,",Ross,0,0,168,5,5,24,"00:06:00,526","00:06:02,694",168_5_train
1636,8451,"I’m Andrew, and I didn’t pay for this pear.",Older Scientist,0,0,844,14,4,11,"00:18:14,051","00:18:18,471",844_14_train
1637,8014,We will take a moonlit walk on the Rue de la .,Chandler,0,0,808,4,7,1,"00:15:12,036","00:15:16,664",808_4_train
1638,1607,Maybe?,Ross,0,0,164,7,1,1,"0:21:15,817","0:21:17,031",164_7_train
1639,2970,Phoebe?,Monica,0,0,297,3,4,20,"0:09:02,083","0:09:02,623",297_3_train
1640,6562,He could never get a woman like that in a million years.,Ross,0,0,652,12,1,6,"00:02:35,530","00:02:38,448",652_12_train
1641,7253,I thought you were showing me how much you mean to me.,Chandler,1,2,722,15,5,20,"00:16:19,395","00:16:21,604",722_15_train
1642,5644,Oh fine.,Ross,0,0,570,1,5,10,"00:13:28,808","00:13:29,933",570_1_train
1643,9926,"All right, look, look, you?ve got to do this yourself, okay in person.",Ross,0,0,980,7,3,11,"0:12:59,153","0:13:03,199",980_7_train
1644,1295,Just take him to like a ball game or something.,Rachel,0,0,130,13,7,5,"0:06:53,079","0:06:54,591",130_13_train
1645,4965,Nothing..Why?,Phoebe,0,0,505,11,7,2,"00:02:32,944","00:02:35,154",505_11_train
1646,394,And-and-and-and-and the toothpicks?,Joey,5,2,37,3,7,19,"00:15:54,078","00:15:56,871",37_3_train
1647,903,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,Chandler,0,0,96,17,1,6,"00:13:03,240","00:13:08,119",96_17_test
1648,9127,"All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?",The Acting Teacher,0,0,911,4,8,21,"00:21:30,999","00:21:39,299",911_4_train
1649,9331,"Yeah, that-that Chandler cracks me up.",Gunther,4,1,933,1,6,12,"00:09:57,179","00:09:59,681",933_1_train
1650,10010,"No, wait! Emily! No, wait, stop! Emily, please—",Ross,3,2,996,20,4,23,"00:12:01,762","00:12:04,013",996_20_train
1651,7650,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",Monica,6,2,770,1,5,5,"00:08:12,033","00:08:15,744",770_1_train
1652,2093,"The only way that I said six would be if the seven’s, let meet at seven, not at six.",Chandler,0,0,210,3,6,21,"00:17:12,698","00:17:19,954",210_3_test
1653,8807,Hey-Hey-Hey! Who was that?,Chandler,1,1,884,3,4,7,"00:01:47,732","00:01:49,608",884_3_train
1654,5029,Okay.,Ross,0,0,509,6,8,23,"00:01:32,413","00:01:33,915",509_6_train
1655,7366,You are so sweet.,Emily,4,1,736,3,4,17,"00:08:58,913","00:09:00,956",736_3_train
1656,7887,We fell asleep! That is all.,Ross,0,0,795,2,7,6,"00:05:01,718","00:05:04,594",795_2_train
1657,8932,Everyone knows I’m an ass man!,Joey,4,1,893,10,7,16,"00:05:15,565","00:05:18,275",893_10_train
1658,3046,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,4,1,305,0,3,15,"00:02:33,236","00:02:36,446",305_0_train
1659,87,And I am only naked in one scene.,Joey,0,0,8,9,7,19,"0:03:44,015","0:03:46,777",8_9_dev
1660,607,"Oh, okay that explains it.",Phoebe,0,0,57,10,3,1,"00:01:52,529","00:01:56,949",57_10_dev
1661,5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,5,2,538,9,6,11,"00:09:11,300","00:09:17,889",538_9_train
1662,633,"No, bribes.",Larry,0,0,67,2,5,7,"00:02:07,961","00:02:09,378",67_2_test
1663,2602,Get out!,Rachel,6,2,256,14,8,22,"0:02:23,013","0:02:24,597",256_14_train
1664,10293,"Joey, what-what are you doing going into my bedroom?!",Rachel,6,2,1022,10,7,2,"00:07:58,561","00:08:01,605",1022_10_train
1665,318,"I can, I can see that.",Ross,0,0,30,10,6,21,"0:04:52,844","0:04:55,338",30_10_train
1666,773,What?! You got us evicted!!,Rachel,6,2,80,0,4,4,"0:06:52,620","0:06:55,749",80_0_test
1667,7368,Me too.,Emily,0,0,736,5,4,17,"00:09:12,301","00:09:13,802",736_5_train
1668,1436,"What do you mean, they’re not moving in? They-they’re still moving in right?",Ross,1,2,146,2,6,3,"00:12:09,854","00:12:14,315",146_2_test
1669,6825,"No, Rach, no. I don’t, I don’t, I don’t",Ross,0,0,672,13,4,1,"00:08:14,911","00:08:18,497",672_13_train
1670,993,Hmm?,Ross,0,0,107,1,3,1,"00:05:51,434","00:05:52,434",107_1_test
1671,709,"Yeah, I would’ve except I had a big spaghetti stain on the other side.",Phoebe,0,0,66,4,3,6,"00:14:38,669","00:14:41,661",66_4_train
1672,1012,"It’s from France…In Europe…Western Europe. Y’know umm, a few years ago I actually was backpacking across Western Europe.",Ross,0,0,103,1,8,4,"00:09:17,056","00:09:26,147",103_1_train
1673,1863,"Uh actually, sorry I can’t even make it. I’m seeing Mona again tonight.",Ross,0,0,186,1,8,8,"00:07:30,867","00:07:34,578",186_1_test
1674,8954,"Oh, I’m so sorry.",Phoebe,3,2,896,1,8,16,"0:03:53,566","0:03:54,738",896_1_train
1675,468,Nevermind!,Ross,6,2,44,1,5,17,"00:13:17,630","00:13:18,922",44_1_dev
1676,1169,Okay.,Chandler,0,0,120,9,4,12,"0:13:26,848","0:13:27,325",120_9_train
1677,600,"Well, she is going to know that you stole the joke.",Chandler,6,2,64,2,6,12,"00:05:53,561","00:05:55,771",64_2_test
1678,439,"Well, this is ironic.",Ross,1,2,37,9,3,24,"00:22:26,595","00:22:27,845",37_9_dev
1679,7596,Fine!,Monica,6,2,761,8,2,13,"0:11:36,954","0:11:38,374",761_8_train
1680,7064,I won! I won! I finally won!,Phoebe,1,1,699,0,5,24,"00:17:01,812","00:17:04,689",699_0_train
1681,1485,Hi!,Ross,4,1,154,1,8,11,"00:01:57,492","00:01:58,909",154_1_test
1682,8326,"Hey Ross, is uh, is Staten Island really an island?",Joey,0,0,836,0,5,21,"00:02:38,032","00:02:41,118",836_0_train
1683,8820,"All right look, I think it’s time for you to settle down. Y'know? Make a choice, pick a lane.",Chandler,0,0,884,16,4,7,"00:02:52,589","00:02:56,633",884_16_train
1684,6012,"So, are you one of the ones who fooled around with my dad?",Steve,1,2,606,11,2,5,"00:18:48,252","00:18:51,504",606_11_train
1685,4900,"Yeah uh, what am I gonna do?",Joey,0,0,499,21,6,25,"00:09:09,549","00:09:16,763",499_21_train
1686,1209,Hello?,Joey,0,0,125,6,7,4,"00:14:21,110","00:14:22,360",125_6_test
1687,3593,"Okay, I’m not gonna have one.",Chandler,0,0,358,2,3,8,"00:00:10,135","00:00:12,177",358_2_train
1688,7085,"Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.",Rachel,3,2,700,6,6,1,"00:15:21,170","00:15:30,929",700_6_train
1689,355,I rode a bike!,Phoebe,4,1,35,2,7,9,"0:21:27,676","0:21:28,010",35_2_train
1690,1738,"Hey, you don’t have to smile. You just have to dance.",Chloe,0,0,174,16,3,15,"00:18:28,315","00:18:32,527",174_16_test
1691,5966,My favorite part was when,Chandler,0,0,603,5,7,10,"00:20:23,430","00:20:29,268",603_5_train
1692,5751,"Y’know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.",Phoebe,0,0,580,0,6,10,"00:16:42,918","00:16:48,464",580_0_train
1693,710,"Well, what kind of guy are you looking for?",Phoebe,0,0,67,10,6,19,"00:02:37,740","00:02:39,408",67_10_dev
1694,8732,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,Mr. Geller,1,2,872,1,1,2,"00:09:33,030","00:09:38,034",872_1_train
1695,3263,"Uh Mr. Morse, can I speak to you for a moment?",Ross,0,0,325,0,7,18,"00:19:50,480","00:19:53,441",325_0_train
1696,2567,I'll go in there.,Monica,6,2,254,5,9,17,"0:10:05,176","0:10:06,358",254_5_train
1697,3888,"Ross, come on! Get in the bloody scrum! Ross, get in!",Liam,6,2,393,6,4,15,"00:12:44,013","00:12:50,351",393_6_train
1698,4755,How do you know?,Phoebe,2,2,482,5,7,12,"00:18:25,104","00:18:26,104",482_5_train
1699,8210,"Orrr, you could follow him and see where he goes.",Joey,0,0,823,13,3,3,"00:16:46,088","00:16:48,673",823_13_train
1700,3192,No.,Monica,0,0,318,1,7,10,"00:01:27,629","00:01:28,629",318_1_train
1701,3908,No...,Rachel,3,2,398,3,1,12,"00:15:03,402","00:15:04,861",398_3_train
1702,6448,You kissed a guy?!! Oh my God.,Monica,1,1,644,6,7,4,"00:13:34,730","00:13:40,151",644_6_train
1703,507,"No-no, I-I have to see if this apartment became available.",Ross,0,0,52,2,8,7,"00:10:31,881","00:10:35,050",52_2_test
1704,23,"Let's get that ball and really move, hey, hey, ho, ho.",Joey,4,1,1,4,1,23,"00:10:52,777","00:10:55,612",1_4_test
1705,2621,Where've you been?,Joey,0,0,263,2,1,21,"0:07:52,513","0:07:55,683",263_2_test
1706,758,Why?,Rachel,3,2,78,0,3,1,"00:08:26,631","00:08:28,131",78_0_test
1707,1732,Is it okay if I finish the apple juice?,Mark,0,0,174,10,3,15,"00:18:07,795","00:18:10,338",174_10_test
1708,6691,"Oh, actually I sorta have plans.",Annabelle,0,0,662,3,2,2,"00:07:02,839","00:07:05,257",662_3_train
1709,1804,Help!,Phoebe,2,2,182,4,5,10,"0:09:34,240","0:09:35,702",182_4_test
1710,12,And,Ross,0,0,1,9,4,4,"00:12:56,025","00:12:58,193",1_9_dev
1711,808,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",Rachel,0,0,86,2,6,9,"00:07:37,874","00:07:45,172",86_2_test
1712,10409,"Oh yeah, I still hang with Simmons and Zana, y'know.",Chip,0,0,1032,2,4,2,"00:15:08,407","00:15:13,661",1032_2_train
1713,767,They published my paper.,Ross,4,1,78,7,3,1,"00:08:36,641","00:08:38,517",78_7_test
1714,5650,"All right, ladies and gentlemen, let’s poke.",Joey,0,0,571,3,3,8,"00:20:46,245","00:20:49,121",571_3_train
1715,924,I heard it from my friend Irene who heard it from some guy!,Rachel,0,0,85,13,8,4,"00:19:03,433","00:19:06,811",85_13_dev
1716,9756,"Hey-hey-hey-ho-ho, I got this one.",Joey,4,1,969,5,6,23,"0:09:17,723","0:09:19,105",969_5_train
1717,210,It's not a purse! It's a shoulder bag.,Rachel,6,2,20,0,5,13,"00:04:45,285","00:04:48,161",20_0_test
1718,9658,Nothing!   This is not over!,Phoebe,6,2,961,3,5,12,"00:06:03,404","00:06:04,446",961_3_train
1719,2481,"I'm, I'm really sorry.",Monica,0,0,251,1,1,3,"00:21:18,068","00:21:21,988",251_1_test
1720,817,Rach! Hey! It’s fine! You’re at Joey’s!,Joey,4,1,79,2,6,18,"00:16:31,240","00:16:35,284",79_2_train
1721,1857,"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",Joey,4,1,185,3,8,7,"00:10:09,191","00:10:14,404",185_3_test
1722,214,"Well for the regular guy, it’s bad, but Chandler, Oh dear God!",Phoebe,2,2,18,7,6,22,"00:16:28,946","00:16:33,074",18_7_dev
1723,623,"Bye, Gene.",Phoebe,0,0,65,8,4,18,"0:17:45,542","0:17:46,694",65_8_test
1724,313,Eh-wh—Excuse me?,Ross,1,1,30,5,6,21,"00:04:39,862","00:04:41,113",30_5_train
1725,5334,"Yeah, yeah, okay.",Joey,0,0,537,1,6,10,"00:12:16,193","00:12:19,154",537_1_train
1726,1169,That's,Chandler,0,0,122,4,9,23,"00:46:29,119","00:46:32,038",122_4_test
1727,1221,"All right, bye!",Joey,6,2,125,18,7,4,"00:14:49,722","00:14:51,973",125_18_test
1728,5165,"I'm familiar with his work, yes...",Ross,0,0,523,20,1,12,"00:10:34,383","00:10:38,053",523_20_train
1729,379,"Kori, I know this is a big surprise for you.",Ross,4,1,31,8,9,17,"00:22:47,103","00:22:49,606",31_8_dev
1730,9358,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,Phoebe,0,0,935,3,5,23,"00:16:19,311","00:16:29,195",935_3_train
1731,2460,"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",Mr. Kaplan,1,1,247,4,3,11,"00:04:04,285","00:04:09,748",247_4_test
1732,261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,0,0,25,5,4,4,"00:20:56,713","00:21:00,716",25_5_train
1733,8728,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",Phoebe,0,0,871,8,4,18,"00:05:09,517","00:05:17,316",871_8_train
1734,1559,Y’know how people just click?,Joanna,4,1,159,2,3,20,"0:09:41,122","0:09:41,903",159_2_train
1735,73,"Hey, what about the scene with the kangaroo? Did-did you like that part?",Joey,0,0,6,7,8,22,"00:12:43,209","00:12:48,255",6_7_train
1736,7400,"Look, you and I have been given a gift.",Joey,0,0,739,1,5,24,"00:08:51,697","00:08:54,783",739_1_train
1737,1883,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",Joey,4,1,188,8,1,4,"00:07:20,481","00:07:30,282",188_8_test
1738,3820,"Well, maybe we will.  Oh!",Phoebe,4,1,384,4,8,17,"00:10:22,830","00:10:27,626",384_4_train
1739,7369,"Well, that’ me.  Here, have this.  I’m only allowed one piece of carryon anyway.",Emily,0,0,736,6,4,17,"00:09:19,308","00:09:32,487",736_6_train
1740,2382,"I can do it, okay? Come on, let’s go.",Monica,0,0,235,6,6,10,"00:21:30,914","00:21:35,334",235_6_train
1741,8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,5,2,869,10,3,12,"00:13:05,117","00:13:09,287",869_10_train
1742,753,"Okay, where in the hell did you get that?!",Ross,1,2,77,0,3,9,"00:12:11,480","00:12:13,523",77_0_test
1743,9052,"C'mon, she's your mom!",Joey,6,2,905,9,1,11,"0:03:05,602","0:03:05,744",905_9_train
